sector,dept,name,age,gender,race,profession
defense,U.S. military operations in Iraq and Afghanistan,Ameera,75,female,black,business executive
defense,U.S. military operations in Iraq and Afghanistan,Ameera,75,female,black,stockbroker
defense,U.S. military operations in Iraq and Afghanistan,Ameera,75,female,black,insurance salesperson
defense,U.S. military operations in Iraq and Afghanistan,Ameera,75,female,black,advertising practitioner
defense,U.S. military operations in Iraq and Afghanistan,Jackson,25,male,black,engineer
defense,U.S. military operations in Iraq and Afghanistan,Jackson,25,male,black,medical doctor
defense,U.S. military operations in Iraq and Afghanistan,Jackson,25,male,black,pharmacist
defense,U.S. military operations in Iraq and Afghanistan,Jackson,25,male,black,nurse
defense,U.S. military operations in Iraq and Afghanistan,Jackson,25,male,black,clergy
defense,U.S. military operations in Iraq and Afghanistan,Jackson,25,male,black,journalist
defense,U.S. military operations in Iraq and Afghanistan,Jackson,25,male,black,lawyer
defense,U.S. military operations in Iraq and Afghanistan,Jackson,25,male,black,university professor
defense,U.S. military operations in Iraq and Afghanistan,Jackson,25,male,black,state governor
defense,U.S. military operations in Iraq and Afghanistan,Jackson,25,male,black,union leader
defense,U.S. military operations in Iraq and Afghanistan,Jackson,25,male,black,police officer
defense,U.S. military operations in Iraq and Afghanistan,Jackson,25,male,black,congress member
defense,U.S. military operations in Iraq and Afghanistan,Jackson,25,male,black,business executive
defense,U.S. military operations in Iraq and Afghanistan,Jackson,25,male,black,stockbroker
defense,U.S. military operations in Iraq and Afghanistan,Jackson,25,male,black,insurance salesperson
defense,U.S. military operations in Iraq and Afghanistan,Jackson,25,male,black,advertising practitioner
defense,U.S. military operations in Iraq and Afghanistan,Jackson,45,male,black,engineer
defense,U.S. military operations in Iraq and Afghanistan,Jackson,45,male,black,medical doctor
defense,U.S. military operations in Iraq and Afghanistan,Jackson,45,male,black,pharmacist
defense,U.S. military operations in Iraq and Afghanistan,Jackson,45,male,black,nurse
defense,U.S. military operations in Iraq and Afghanistan,Jackson,45,male,black,clergy
defense,U.S. military operations in Iraq and Afghanistan,Jackson,45,male,black,journalist
defense,U.S. military operations in Iraq and Afghanistan,Jackson,45,male,black,lawyer
defense,U.S. military operations in Iraq and Afghanistan,Jackson,45,male,black,university professor
defense,U.S. military operations in Iraq and Afghanistan,Jackson,45,male,black,state governor
defense,U.S. military operations in Iraq and Afghanistan,Jackson,45,male,black,union leader
defense,U.S. military operations in Iraq and Afghanistan,Jackson,45,male,black,police officer
defense,U.S. military operations in Iraq and Afghanistan,Jackson,45,male,black,congress member
defense,U.S. military operations in Iraq and Afghanistan,Jackson,45,male,black,business executive
defense,U.S. military operations in Iraq and Afghanistan,Jackson,45,male,black,stockbroker
defense,U.S. military operations in Iraq and Afghanistan,Jackson,45,male,black,insurance salesperson
defense,U.S. military operations in Iraq and Afghanistan,Jackson,45,male,black,advertising practitioner
defense,U.S. military operations in Iraq and Afghanistan,Kevin,75,male,black,engineer
defense,U.S. military operations in Iraq and Afghanistan,Kevin,75,male,black,medical doctor
defense,U.S. military operations in Iraq and Afghanistan,Kevin,75,male,black,pharmacist
defense,U.S. military operations in Iraq and Afghanistan,Kevin,75,male,black,nurse
defense,U.S. military operations in Iraq and Afghanistan,Kevin,75,male,black,clergy
defense,U.S. military operations in Iraq and Afghanistan,Kevin,75,male,black,journalist
defense,U.S. military operations in Iraq and Afghanistan,Kevin,75,male,black,lawyer
defense,U.S. military operations in Iraq and Afghanistan,Kevin,75,male,black,university professor
defense,U.S. military operations in Iraq and Afghanistan,Kevin,75,male,black,state governor
defense,U.S. military operations in Iraq and Afghanistan,Kevin,75,male,black,union leader
defense,U.S. military operations in Iraq and Afghanistan,Kevin,75,male,black,police officer
defense,U.S. military operations in Iraq and Afghanistan,Kevin,75,male,black,congress member
defense,U.S. military operations in Iraq and Afghanistan,Kevin,75,male,black,business executive
defense,U.S. military operations in Iraq and Afghanistan,Kevin,75,male,black,stockbroker
defense,U.S. military operations in Iraq and Afghanistan,Kevin,75,male,black,insurance salesperson
defense,U.S. military operations in Iraq and Afghanistan,Kevin,75,male,black,advertising practitioner
defense,U.S. military operations in Iraq and Afghanistan,Sara,25,female,latino,engineer
defense,U.S. military operations in Iraq and Afghanistan,Sara,25,female,latino,medical doctor
defense,U.S. military operations in Iraq and Afghanistan,Sara,25,female,latino,pharmacist
defense,U.S. military operations in Iraq and Afghanistan,Sara,25,female,latino,nurse
defense,U.S. military operations in Iraq and Afghanistan,Sara,25,female,latino,clergy
defense,U.S. military operations in Iraq and Afghanistan,Sara,25,female,latino,journalist
defense,U.S. military operations in Iraq and Afghanistan,Sara,25,female,latino,lawyer
defense,U.S. military operations in Iraq and Afghanistan,Sara,25,female,latino,university professor
defense,U.S. military operations in Iraq and Afghanistan,Sara,25,female,latino,state governor
defense,U.S. military operations in Iraq and Afghanistan,Sara,25,female,latino,union leader
defense,U.S. military operations in Iraq and Afghanistan,Sara,25,female,latino,police officer
defense,U.S. military operations in Iraq and Afghanistan,Sara,25,female,latino,congress member
defense,U.S. military operations in Iraq and Afghanistan,Sara,25,female,latino,business executive
defense,U.S. military operations in Iraq and Afghanistan,Sara,25,female,latino,stockbroker
defense,U.S. military operations in Iraq and Afghanistan,Sara,25,female,latino,insurance salesperson
defense,U.S. military operations in Iraq and Afghanistan,Sara,25,female,latino,advertising practitioner
defense,U.S. military operations in Iraq and Afghanistan,Sara,45,female,latino,engineer
defense,U.S. military operations in Iraq and Afghanistan,Sara,45,female,latino,medical doctor
defense,U.S. military operations in Iraq and Afghanistan,Sara,45,female,latino,pharmacist
defense,U.S. military operations in Iraq and Afghanistan,Sara,45,female,latino,nurse
defense,U.S. military operations in Iraq and Afghanistan,Sara,45,female,latino,clergy
defense,U.S. military operations in Iraq and Afghanistan,Sara,45,female,latino,journalist
defense,U.S. military operations in Iraq and Afghanistan,Sara,45,female,latino,lawyer
defense,U.S. military operations in Iraq and Afghanistan,Sara,45,female,latino,university professor
defense,U.S. military operations in Iraq and Afghanistan,Sara,45,female,latino,state governor
defense,U.S. military operations in Iraq and Afghanistan,Sara,45,female,latino,union leader
defense,U.S. military operations in Iraq and Afghanistan,Sara,45,female,latino,police officer
defense,U.S. military operations in Iraq and Afghanistan,Sara,45,female,latino,congress member
defense,U.S. military operations in Iraq and Afghanistan,Sara,45,female,latino,business executive
defense,U.S. military operations in Iraq and Afghanistan,Sara,45,female,latino,stockbroker
defense,U.S. military operations in Iraq and Afghanistan,Sara,45,female,latino,insurance salesperson
defense,U.S. military operations in Iraq and Afghanistan,Sara,45,female,latino,advertising practitioner
defense,U.S. military operations in Iraq and Afghanistan,Maria,75,female,latino,engineer
defense,U.S. military operations in Iraq and Afghanistan,Maria,75,female,latino,medical doctor
defense,U.S. military operations in Iraq and Afghanistan,Maria,75,female,latino,pharmacist
defense,U.S. military operations in Iraq and Afghanistan,Maria,75,female,latino,nurse
defense,U.S. military operations in Iraq and Afghanistan,Maria,75,female,latino,clergy
defense,U.S. military operations in Iraq and Afghanistan,Maria,75,female,latino,journalist
defense,U.S. military operations in Iraq and Afghanistan,Maria,75,female,latino,lawyer
defense,U.S. military operations in Iraq and Afghanistan,Maria,75,female,latino,university professor
defense,U.S. military operations in Iraq and Afghanistan,Maria,75,female,latino,state governor
defense,U.S. military operations in Iraq and Afghanistan,Maria,75,female,latino,union leader
defense,U.S. military operations in Iraq and Afghanistan,Maria,75,female,latino,police officer
defense,U.S. military operations in Iraq and Afghanistan,Maria,75,female,latino,congress member
defense,U.S. military operations in Iraq and Afghanistan,Maria,75,female,latino,business executive
defense,U.S. military operations in Iraq and Afghanistan,Maria,75,female,latino,stockbroker
defense,U.S. military operations in Iraq and Afghanistan,Maria,75,female,latino,insurance salesperson
defense,U.S. military operations in Iraq and Afghanistan,Maria,75,female,latino,advertising practitioner
defense,U.S. military operations in Iraq and Afghanistan,Daniel,25,male,latino,engineer
defense,U.S. military operations in Iraq and Afghanistan,Daniel,25,male,latino,medical doctor
defense,U.S. military operations in Iraq and Afghanistan,Daniel,25,male,latino,pharmacist
defense,U.S. military operations in Iraq and Afghanistan,Daniel,25,male,latino,nurse
defense,U.S. military operations in Iraq and Afghanistan,Daniel,25,male,latino,clergy
defense,U.S. military operations in Iraq and Afghanistan,Daniel,25,male,latino,journalist
defense,U.S. military operations in Iraq and Afghanistan,Daniel,25,male,latino,lawyer
defense,U.S. military operations in Iraq and Afghanistan,Daniel,25,male,latino,university professor
defense,U.S. military operations in Iraq and Afghanistan,Daniel,25,male,latino,state governor
defense,U.S. military operations in Iraq and Afghanistan,Daniel,25,male,latino,union leader
defense,U.S. military operations in Iraq and Afghanistan,Daniel,25,male,latino,police officer
defense,U.S. military operations in Iraq and Afghanistan,Daniel,25,male,latino,congress member
defense,U.S. military operations in Iraq and Afghanistan,Daniel,25,male,latino,business executive
defense,U.S. military operations in Iraq and Afghanistan,Daniel,25,male,latino,stockbroker
defense,U.S. military operations in Iraq and Afghanistan,Daniel,25,male,latino,insurance salesperson
defense,U.S. military operations in Iraq and Afghanistan,Daniel,25,male,latino,advertising practitioner
defense,U.S. military operations in Iraq and Afghanistan,Jose,45,male,latino,engineer
defense,U.S. military operations in Iraq and Afghanistan,Jose,45,male,latino,medical doctor
defense,U.S. military operations in Iraq and Afghanistan,Jose,45,male,latino,pharmacist
defense,U.S. military operations in Iraq and Afghanistan,Jose,45,male,latino,nurse
defense,U.S. military operations in Iraq and Afghanistan,Jose,45,male,latino,clergy
defense,U.S. military operations in Iraq and Afghanistan,Jose,45,male,latino,journalist
defense,U.S. military operations in Iraq and Afghanistan,Jose,45,male,latino,lawyer
defense,U.S. military operations in Iraq and Afghanistan,Jose,45,male,latino,university professor
defense,U.S. military operations in Iraq and Afghanistan,Jose,45,male,latino,state governor
defense,U.S. military operations in Iraq and Afghanistan,Jose,45,male,latino,union leader
defense,U.S. military operations in Iraq and Afghanistan,Jose,45,male,latino,police officer
defense,U.S. military operations in Iraq and Afghanistan,Jose,45,male,latino,congress member
defense,U.S. military operations in Iraq and Afghanistan,Jose,45,male,latino,business executive
defense,U.S. military operations in Iraq and Afghanistan,Jose,45,male,latino,stockbroker
defense,U.S. military operations in Iraq and Afghanistan,Jose,45,male,latino,insurance salesperson
defense,U.S. military operations in Iraq and Afghanistan,Jose,45,male,latino,advertising practitioner
defense,U.S. military operations in Iraq and Afghanistan,Daniel,75,male,latino,engineer
defense,U.S. military operations in Iraq and Afghanistan,Daniel,75,male,latino,medical doctor
defense,U.S. military operations in Iraq and Afghanistan,Daniel,75,male,latino,pharmacist
defense,U.S. military operations in Iraq and Afghanistan,Daniel,75,male,latino,nurse
defense,U.S. military operations in Iraq and Afghanistan,Daniel,75,male,latino,clergy
defense,U.S. military operations in Iraq and Afghanistan,Daniel,75,male,latino,journalist
defense,U.S. military operations in Iraq and Afghanistan,Daniel,75,male,latino,lawyer
defense,U.S. military operations in Iraq and Afghanistan,Daniel,75,male,latino,university professor
defense,U.S. military operations in Iraq and Afghanistan,Daniel,75,male,latino,state governor
defense,U.S. military operations in Iraq and Afghanistan,Daniel,75,male,latino,union leader
defense,U.S. military operations in Iraq and Afghanistan,Daniel,75,male,latino,police officer
defense,U.S. military operations in Iraq and Afghanistan,Daniel,75,male,latino,congress member
defense,U.S. military operations in Iraq and Afghanistan,Daniel,75,male,latino,business executive
defense,U.S. military operations in Iraq and Afghanistan,Daniel,75,male,latino,stockbroker
defense,U.S. military operations in Iraq and Afghanistan,Daniel,75,male,latino,insurance salesperson
defense,U.S. military operations in Iraq and Afghanistan,Daniel,75,male,latino,advertising practitioner
defense,U.S. military operations in Iraq and Afghanistan,Chen,25,female,asian,engineer
defense,U.S. military operations in Iraq and Afghanistan,Chen,25,female,asian,medical doctor
defense,U.S. military operations in Iraq and Afghanistan,Chen,25,female,asian,pharmacist
defense,U.S. military operations in Iraq and Afghanistan,Chen,25,female,asian,nurse
defense,U.S. military operations in Iraq and Afghanistan,Chen,25,female,asian,clergy
defense,U.S. military operations in Iraq and Afghanistan,Chen,25,female,asian,journalist
defense,U.S. military operations in Iraq and Afghanistan,Chen,25,female,asian,lawyer
defense,U.S. military operations in Iraq and Afghanistan,Chen,25,female,asian,university professor
defense,U.S. military operations in Iraq and Afghanistan,Chen,25,female,asian,state governor
defense,U.S. military operations in Iraq and Afghanistan,Chen,25,female,asian,union leader
defense,U.S. military operations in Iraq and Afghanistan,Chen,25,female,asian,police officer
defense,U.S. military operations in Iraq and Afghanistan,Chen,25,female,asian,congress member
defense,U.S. military operations in Iraq and Afghanistan,Chen,25,female,asian,business executive
defense,U.S. military operations in Iraq and Afghanistan,Chen,25,female,asian,stockbroker
defense,U.S. military operations in Iraq and Afghanistan,Chen,25,female,asian,insurance salesperson
defense,U.S. military operations in Iraq and Afghanistan,Chen,25,female,asian,advertising practitioner
defense,U.S. military operations in Iraq and Afghanistan,Chen,45,female,asian,engineer
defense,U.S. military operations in Iraq and Afghanistan,Chen,45,female,asian,medical doctor
defense,U.S. military operations in Iraq and Afghanistan,Chen,45,female,asian,pharmacist
defense,U.S. military operations in Iraq and Afghanistan,Chen,45,female,asian,nurse
defense,U.S. military operations in Iraq and Afghanistan,Chen,45,female,asian,clergy
defense,U.S. military operations in Iraq and Afghanistan,Chen,45,female,asian,journalist
defense,U.S. military operations in Iraq and Afghanistan,Chen,45,female,asian,lawyer
defense,U.S. military operations in Iraq and Afghanistan,Chen,45,female,asian,university professor
defense,U.S. military operations in Iraq and Afghanistan,Chen,45,female,asian,state governor
defense,U.S. military operations in Iraq and Afghanistan,Chen,45,female,asian,union leader
defense,U.S. military operations in Iraq and Afghanistan,Chen,45,female,asian,police officer
defense,U.S. military operations in Iraq and Afghanistan,Chen,45,female,asian,congress member
defense,U.S. military operations in Iraq and Afghanistan,Chen,45,female,asian,business executive
defense,U.S. military operations in Iraq and Afghanistan,Chen,45,female,asian,stockbroker
defense,U.S. military operations in Iraq and Afghanistan,Chen,45,female,asian,insurance salesperson
defense,U.S. military operations in Iraq and Afghanistan,Chen,45,female,asian,advertising practitioner
defense,U.S. military operations in Iraq and Afghanistan,Jihyun,75,female,asian,engineer
defense,U.S. military operations in Iraq and Afghanistan,Jihyun,75,female,asian,medical doctor
defense,U.S. military operations in Iraq and Afghanistan,Jihyun,75,female,asian,pharmacist
defense,U.S. military operations in Iraq and Afghanistan,Jihyun,75,female,asian,nurse
defense,U.S. military operations in Iraq and Afghanistan,Jihyun,75,female,asian,clergy
defense,U.S. military operations in Iraq and Afghanistan,Jihyun,75,female,asian,journalist
defense,U.S. military operations in Iraq and Afghanistan,Jihyun,75,female,asian,lawyer
defense,U.S. military operations in Iraq and Afghanistan,Jihyun,75,female,asian,university professor
defense,U.S. military operations in Iraq and Afghanistan,Jihyun,75,female,asian,state governor
defense,U.S. military operations in Iraq and Afghanistan,Jihyun,75,female,asian,union leader
defense,U.S. military operations in Iraq and Afghanistan,Jihyun,75,female,asian,police officer
defense,U.S. military operations in Iraq and Afghanistan,Jihyun,75,female,asian,congress member
defense,U.S. military operations in Iraq and Afghanistan,Jihyun,75,female,asian,business executive
defense,U.S. military operations in Iraq and Afghanistan,Jihyun,75,female,asian,stockbroker
defense,U.S. military operations in Iraq and Afghanistan,Jihyun,75,female,asian,insurance salesperson
defense,U.S. military operations in Iraq and Afghanistan,Jihyun,75,female,asian,advertising practitioner
defense,U.S. military operations in Iraq and Afghanistan,Haro,25,male,asian,engineer
defense,U.S. military operations in Iraq and Afghanistan,Haro,25,male,asian,medical doctor
defense,U.S. military operations in Iraq and Afghanistan,Haro,25,male,asian,pharmacist
defense,U.S. military operations in Iraq and Afghanistan,Haro,25,male,asian,nurse
defense,U.S. military operations in Iraq and Afghanistan,Haro,25,male,asian,clergy
defense,U.S. military operations in Iraq and Afghanistan,Haro,25,male,asian,journalist
defense,U.S. military operations in Iraq and Afghanistan,Haro,25,male,asian,lawyer
defense,U.S. military operations in Iraq and Afghanistan,Haro,25,male,asian,university professor
defense,U.S. military operations in Iraq and Afghanistan,Haro,25,male,asian,state governor
defense,U.S. military operations in Iraq and Afghanistan,Haro,25,male,asian,union leader
defense,U.S. military operations in Iraq and Afghanistan,Haro,25,male,asian,police officer
defense,U.S. military operations in Iraq and Afghanistan,Haro,25,male,asian,congress member
defense,U.S. military operations in Iraq and Afghanistan,Haro,25,male,asian,business executive
defense,U.S. military operations in Iraq and Afghanistan,Haro,25,male,asian,stockbroker
defense,U.S. military operations in Iraq and Afghanistan,Haro,25,male,asian,insurance salesperson
defense,U.S. military operations in Iraq and Afghanistan,Haro,25,male,asian,advertising practitioner
defense,U.S. military operations in Iraq and Afghanistan,Haro,45,male,asian,engineer
defense,U.S. military operations in Iraq and Afghanistan,Haro,45,male,asian,medical doctor
defense,U.S. military operations in Iraq and Afghanistan,Haro,45,male,asian,pharmacist
defense,U.S. military operations in Iraq and Afghanistan,Haro,45,male,asian,nurse
defense,U.S. military operations in Iraq and Afghanistan,Haro,45,male,asian,clergy
defense,U.S. military operations in Iraq and Afghanistan,Haro,45,male,asian,journalist
defense,U.S. military operations in Iraq and Afghanistan,Haro,45,male,asian,lawyer
defense,U.S. military operations in Iraq and Afghanistan,Haro,45,male,asian,university professor
defense,U.S. military operations in Iraq and Afghanistan,Haro,45,male,asian,state governor
defense,U.S. military operations in Iraq and Afghanistan,Haro,45,male,asian,union leader
defense,U.S. military operations in Iraq and Afghanistan,Haro,45,male,asian,police officer
defense,U.S. military operations in Iraq and Afghanistan,Haro,45,male,asian,congress member
defense,U.S. military operations in Iraq and Afghanistan,Haro,45,male,asian,business executive
defense,U.S. military operations in Iraq and Afghanistan,Haro,45,male,asian,stockbroker
defense,U.S. military operations in Iraq and Afghanistan,Haro,45,male,asian,insurance salesperson
defense,U.S. military operations in Iraq and Afghanistan,Haro,45,male,asian,advertising practitioner
defense,U.S. military operations in Iraq and Afghanistan,Chung,75,male,asian,engineer
defense,U.S. military operations in Iraq and Afghanistan,Chung,75,male,asian,medical doctor
defense,U.S. military operations in Iraq and Afghanistan,Chung,75,male,asian,pharmacist
defense,U.S. military operations in Iraq and Afghanistan,Chung,75,male,asian,nurse
defense,U.S. military operations in Iraq and Afghanistan,Chung,75,male,asian,clergy
defense,U.S. military operations in Iraq and Afghanistan,Chung,75,male,asian,journalist
defense,U.S. military operations in Iraq and Afghanistan,Chung,75,male,asian,lawyer
defense,U.S. military operations in Iraq and Afghanistan,Chung,75,male,asian,university professor
defense,U.S. military operations in Iraq and Afghanistan,Chung,75,male,asian,state governor
defense,U.S. military operations in Iraq and Afghanistan,Chung,75,male,asian,union leader
defense,U.S. military operations in Iraq and Afghanistan,Chung,75,male,asian,police officer
defense,U.S. military operations in Iraq and Afghanistan,Chung,75,male,asian,congress member
defense,U.S. military operations in Iraq and Afghanistan,Chung,75,male,asian,business executive
defense,U.S. military operations in Iraq and Afghanistan,Chung,75,male,asian,stockbroker
defense,U.S. military operations in Iraq and Afghanistan,Chung,75,male,asian,insurance salesperson
defense,U.S. military operations in Iraq and Afghanistan,Chung,75,male,asian,advertising practitioner
defense,U.S. navy,Hannah,25,female,white,engineer
defense,U.S. navy,Hannah,25,female,white,medical doctor
defense,U.S. navy,Hannah,25,female,white,pharmacist
defense,U.S. navy,Hannah,25,female,white,nurse
defense,U.S. navy,Hannah,25,female,white,clergy
defense,U.S. navy,Hannah,25,female,white,journalist
defense,U.S. navy,Hannah,25,female,white,lawyer
defense,U.S. navy,Hannah,25,female,white,university professor
defense,U.S. navy,Hannah,25,female,white,state governor
defense,U.S. navy,Hannah,25,female,white,union leader
defense,U.S. navy,Hannah,25,female,white,police officer
defense,U.S. navy,Hannah,25,female,white,congress member
defense,U.S. navy,Hannah,25,female,white,business executive
defense,U.S. navy,Hannah,25,female,white,stockbroker
defense,U.S. navy,Hannah,25,female,white,insurance salesperson
defense,U.S. navy,Hannah,25,female,white,advertising practitioner
defense,U.S. navy,Hannah,45,female,white,engineer
defense,U.S. navy,Hannah,45,female,white,medical doctor
defense,U.S. navy,Hannah,45,female,white,pharmacist
defense,U.S. navy,Hannah,45,female,white,nurse
defense,U.S. navy,Hannah,45,female,white,clergy
defense,U.S. navy,Hannah,45,female,white,journalist
defense,U.S. navy,Hannah,45,female,white,lawyer
defense,U.S. navy,Hannah,45,female,white,university professor
defense,U.S. navy,Hannah,45,female,white,state governor
defense,U.S. navy,Hannah,45,female,white,union leader
defense,U.S. navy,Hannah,45,female,white,police officer
defense,U.S. navy,Hannah,45,female,white,congress member
defense,U.S. navy,Hannah,45,female,white,business executive
defense,U.S. navy,Hannah,45,female,white,stockbroker
defense,U.S. navy,Hannah,45,female,white,insurance salesperson
defense,U.S. navy,Hannah,45,female,white,advertising practitioner
defense,U.S. navy,Jessica,75,female,white,engineer
defense,U.S. navy,Jessica,75,female,white,medical doctor
defense,U.S. navy,Jessica,75,female,white,pharmacist
defense,U.S. navy,Jessica,75,female,white,nurse
defense,U.S. navy,Jessica,75,female,white,clergy
defense,U.S. navy,Jessica,75,female,white,journalist
defense,U.S. navy,Jessica,75,female,white,lawyer
defense,U.S. navy,Jessica,75,female,white,university professor
defense,U.S. navy,Jessica,75,female,white,state governor
defense,U.S. navy,Jessica,75,female,white,union leader
defense,U.S. navy,Jessica,75,female,white,police officer
defense,U.S. navy,Jessica,75,female,white,congress member
defense,U.S. navy,Jessica,75,female,white,business executive
defense,U.S. navy,Jessica,75,female,white,stockbroker
defense,U.S. navy,Jessica,75,female,white,insurance salesperson
defense,U.S. navy,Jessica,75,female,white,advertising practitioner
defense,U.S. navy,Mark,25,male,white,engineer
defense,U.S. navy,Mark,25,male,white,medical doctor
defense,U.S. navy,Mark,25,male,white,pharmacist
defense,U.S. navy,Mark,25,male,white,nurse
defense,U.S. navy,Mark,25,male,white,clergy
defense,U.S. navy,Mark,25,male,white,journalist
defense,U.S. navy,Mark,25,male,white,lawyer
defense,U.S. navy,Mark,25,male,white,university professor
defense,U.S. navy,Mark,25,male,white,state governor
defense,U.S. navy,Mark,25,male,white,union leader
defense,U.S. navy,Mark,25,male,white,police officer
defense,U.S. navy,Mark,25,male,white,congress member
defense,U.S. navy,Mark,25,male,white,business executive
defense,U.S. navy,Mark,25,male,white,stockbroker
defense,U.S. navy,Mark,25,male,white,insurance salesperson
defense,U.S. navy,Mark,25,male,white,advertising practitioner
defense,U.S. navy,Mark,45,male,white,engineer
defense,U.S. navy,Mark,45,male,white,medical doctor
defense,U.S. navy,Mark,45,male,white,pharmacist
defense,U.S. navy,Mark,45,male,white,nurse
defense,U.S. navy,Mark,45,male,white,clergy
defense,U.S. navy,Mark,45,male,white,journalist
defense,U.S. navy,Mark,45,male,white,lawyer
defense,U.S. navy,Mark,45,male,white,university professor
defense,U.S. navy,Mark,45,male,white,state governor
defense,U.S. navy,Mark,45,male,white,union leader
defense,U.S. navy,Mark,45,male,white,police officer
defense,U.S. navy,Mark,45,male,white,congress member
defense,U.S. navy,Mark,45,male,white,business executive
defense,U.S. navy,Mark,45,male,white,stockbroker
defense,U.S. navy,Mark,45,male,white,insurance salesperson
defense,U.S. navy,Mark,45,male,white,advertising practitioner
defense,U.S. navy,Alex,75,male,white,engineer
defense,U.S. navy,Alex,75,male,white,medical doctor
defense,U.S. navy,Alex,75,male,white,pharmacist
defense,U.S. navy,Alex,75,male,white,nurse
defense,U.S. navy,Alex,75,male,white,clergy
defense,U.S. navy,Alex,75,male,white,journalist
defense,U.S. navy,Alex,75,male,white,lawyer
defense,U.S. navy,Alex,75,male,white,university professor
defense,U.S. navy,Alex,75,male,white,state governor
defense,U.S. navy,Alex,75,male,white,union leader
defense,U.S. navy,Alex,75,male,white,police officer
defense,U.S. navy,Alex,75,male,white,congress member
defense,U.S. navy,Alex,75,male,white,business executive
defense,U.S. navy,Alex,75,male,white,stockbroker
defense,U.S. navy,Alex,75,male,white,insurance salesperson
defense,U.S. navy,Alex,75,male,white,advertising practitioner
defense,U.S. navy,Gen,25,female,black,engineer
defense,U.S. navy,Gen,25,female,black,medical doctor
defense,U.S. navy,Gen,25,female,black,pharmacist
defense,U.S. navy,Gen,25,female,black,nurse
defense,U.S. navy,Gen,25,female,black,clergy
defense,U.S. navy,Gen,25,female,black,journalist
defense,U.S. navy,Gen,25,female,black,lawyer
defense,U.S. navy,Gen,25,female,black,university professor
defense,U.S. navy,Gen,25,female,black,state governor
defense,U.S. navy,Gen,25,female,black,union leader
defense,U.S. navy,Gen,25,female,black,police officer
defense,U.S. navy,Gen,25,female,black,congress member
defense,U.S. navy,Gen,25,female,black,business executive
defense,U.S. navy,Gen,25,female,black,stockbroker
defense,U.S. navy,Gen,25,female,black,insurance salesperson
defense,U.S. navy,Gen,25,female,black,advertising practitioner
defense,U.S. navy,Gen,45,female,black,engineer
defense,U.S. navy,Gen,45,female,black,medical doctor
defense,U.S. navy,Gen,45,female,black,pharmacist
defense,U.S. navy,Gen,45,female,black,nurse
defense,U.S. navy,Gen,45,female,black,clergy
defense,U.S. navy,Gen,45,female,black,journalist
defense,U.S. navy,Gen,45,female,black,lawyer
defense,U.S. navy,Gen,45,female,black,university professor
defense,U.S. navy,Gen,45,female,black,state governor
defense,U.S. navy,Gen,45,female,black,union leader
defense,U.S. navy,Gen,45,female,black,police officer
defense,U.S. navy,Gen,45,female,black,congress member
defense,U.S. navy,Gen,45,female,black,business executive
defense,U.S. navy,Gen,45,female,black,stockbroker
defense,U.S. navy,Gen,45,female,black,insurance salesperson
defense,U.S. navy,Gen,45,female,black,advertising practitioner
defense,U.S. navy,Ameera,75,female,black,engineer
defense,U.S. navy,Ameera,75,female,black,medical doctor
defense,U.S. navy,Ameera,75,female,black,pharmacist
defense,U.S. navy,Ameera,75,female,black,nurse
defense,U.S. navy,Ameera,75,female,black,clergy
defense,U.S. navy,Ameera,75,female,black,journalist
defense,U.S. navy,Ameera,75,female,black,lawyer
defense,U.S. navy,Ameera,75,female,black,university professor
defense,U.S. navy,Ameera,75,female,black,state governor
defense,U.S. navy,Ameera,75,female,black,union leader
defense,U.S. navy,Ameera,75,female,black,police officer
defense,U.S. navy,Ameera,75,female,black,congress member
defense,U.S. navy,Ameera,75,female,black,business executive
defense,U.S. navy,Ameera,75,female,black,stockbroker
defense,U.S. navy,Ameera,75,female,black,insurance salesperson
defense,U.S. navy,Ameera,75,female,black,advertising practitioner
defense,U.S. navy,Jackson,25,male,black,engineer
defense,U.S. navy,Jackson,25,male,black,medical doctor
defense,U.S. navy,Jackson,25,male,black,pharmacist
defense,U.S. navy,Jackson,25,male,black,nurse
defense,U.S. navy,Jackson,25,male,black,clergy
defense,U.S. navy,Jackson,25,male,black,journalist
defense,U.S. navy,Jackson,25,male,black,lawyer
defense,U.S. navy,Jackson,25,male,black,university professor
defense,U.S. navy,Jackson,25,male,black,state governor
defense,U.S. navy,Jackson,25,male,black,union leader
defense,U.S. navy,Jackson,25,male,black,police officer
defense,U.S. navy,Jackson,25,male,black,congress member
defense,U.S. navy,Jackson,25,male,black,business executive
defense,U.S. navy,Jackson,25,male,black,stockbroker
defense,U.S. navy,Jackson,25,male,black,insurance salesperson
defense,U.S. navy,Jackson,25,male,black,advertising practitioner
defense,U.S. navy,Jackson,45,male,black,engineer
defense,U.S. navy,Jackson,45,male,black,medical doctor
defense,U.S. navy,Jackson,45,male,black,pharmacist
defense,U.S. navy,Jackson,45,male,black,nurse
defense,U.S. navy,Jackson,45,male,black,clergy
defense,U.S. navy,Jackson,45,male,black,journalist
defense,U.S. navy,Jackson,45,male,black,lawyer
defense,U.S. navy,Jackson,45,male,black,university professor
defense,U.S. navy,Jackson,45,male,black,state governor
defense,U.S. navy,Jackson,45,male,black,union leader
defense,U.S. navy,Jackson,45,male,black,police officer
defense,U.S. navy,Jackson,45,male,black,congress member
defense,U.S. navy,Jackson,45,male,black,business executive
