session_id,response_id,expense_category,expense,age_suggested,age_selected,age_changed,gender_suggested,gender_selected,gender_changed,race_suggested,race_selected,race_changed,profession_suggested,profession_selected,profession_changed,profession_option_1,profession_option_2,profession_option_3,profession_option_4,task_submit_time
3P4RDNWND56GWSNYZP77FSK72FOJIG,091f0b7a-f0d2-4046-a196-e2289aa58817,public assistance,food stamps,25,45,1,male,male,0,white,white,0,clergy,police officer,1,clergy,doctor,police officer,business executive,01:48.8
3MH9DQ757WCBEHSXL0BI1IG26Q4UGN,1b6ba487-35ed-4be7-9201-9417313378d5,education,school psychological services,75,45,1,female,female,0,asian,asian,0,doctor,doctor,0,university professor,insurance salesperson,union leader,doctor,28:33.4
3QY7M81QH7MEISCKYJ3MPIUB5PA7K9,403a3834-1790-49d5-b527-0d23940579f5,education,school psychological services,25,45,1,male,female,1,asian,black,1,congress member,congress member,0,pharmacist,advertising practitioner,clergy,congress member,29:32.0
369J354OFDAQC62WPIDFLC2M2F96G5,1560ab68-bad5-41a4-b56b-c8649f6efcad,education,school tuition support,25,45,1,female,male,1,white,asian,1,congress member,business executive,1,pharmacist,business executive,journalist,congress member,29:05.7
3SNLUL3WO4NR096YWR8YEALA00GUL3,4cb99918-7fa2-4e8e-b617-9e62210bd516,education,school psychological services,75,45,1,male,female,1,black,black,0,lawyer,lawyer,0,engineer,lawyer,union leader,advertising practitioner,47:33.5
3TXWC2NHNZQGKUDLIPA8U0CRGDQ9SQ,447703d3-686f-4117-9a96-be474a270f2a,scientific and medical research,climate change research,45,45,0,male,male,0,asian,white,1,pharmacist,university professor,1,pharmacist,university professor,insurance salesperson,police officer,16:05.1
3FTOP5WARFO5PX6IVZI19OKBGIL0JA,6efb48ff-ed8f-4ded-a3a3-9bb55ba3b446,debt,national debt,25,25,0,female,female,0,white,white,0,doctor,doctor,0,state governor,clergy,advertising practitioner,doctor,12:34.7
3WYP994K17RQYXNWJOZLSC9Q6PEY61,4186e9c0-d4c3-4d82-8aff-d926b96fb0ab,public assistance,low-income housing assitance,25,25,0,male,female,1,white,white,0,congress member,congress member,0,business executive,engineer,congress member,lawyer,54:08.8
3EKVH9QMEY4ZIL940Q04PEID87V2DR,57031a7c-4912-42dd-a376-e21c51491117,health services,veterans' medical care,75,75,0,female,male,1,white,black,1,nurse,clergy,1,nurse,clergy,state governor,stockbroker,49:04.8
32N49TQG3GIAH54U4QTD1I7IMMYVA3,0b084757-9950-4ebd-bead-8456cba05ad6,health services,public health activities ,45,25,1,female,female,0,white,white,0,advertising practitioner,advertising practitioner,0,advertising practitioner,pharmacist,journalist,state governor,45:46.9
3ATPCQ38J8ARLZZZ91GX8HBC437YAM,4fa26624-ec6e-487c-80c8-f323bcb5d005,health services,Medicare,25,45,1,male,female,1,black,black,0,lawyer,nurse,1,lawyer,advertising practitioner,nurse,union leader,09:17.5
37XITHEISW96HDKBFKKU6G83ZRARCQ,7c94dc45-789f-4031-b4cd-a096af5a0778,education,school stationeries and supplies,25,25,0,female,female,0,asian,latino,1,advertising practitioner,advertising practitioner,0,advertising practitioner,state governor,journalist,nurse,18:02.1
3ZOTGHDK5IBJRHHRKETQRQ7GCPWOSU,8d4e675f-78b1-49aa-af2b-754ee08908dc,public assistance,commissions for persons with disabilities,25,25,0,male,male,0,black,black,0,advertising practitioner,state governor,1,journalist,state governor,advertising practitioner,engineer,00:22.0
3D4CH1LGEATDUP4UNPGR5MTOTQZ9GM,c5f3a52d-0c06-40da-ac69-4b8604e6dc5d,defense,U.S. Customs and Border Protection (CBP),45,45,0,female,male,1,white,white,0,doctor,doctor,0,university professor,stockbroker,doctor,congress member,58:30.5
3YDGXNSEOZUX44S0NW8CW11AHJB48E,da4b1a1a-9879-4073-b7ba-e67c4b526a26,defense,U.S. Customs and Border Protection (CBP),75,45,1,female,male,1,white,white,0,clergy,police officer,1,advertising practitioner,clergy,engineer,police officer,45:40.0
3YDGXNSEOZUX44S0NW8CW11AHJB48E,8479cb4a-bc72-4695-a397-30482c5124ae,environmental protections,"water quality protection in lakes, rivers, and streams",75,75,0,female,female,0,latino,latino,0,lawyer,doctor,1,doctor,state governor,lawyer,business executive,48:05.9
33LK57MYLT5VQLVYMN477OEKWIIZS4,939ecbb8-e3f3-429c-b567-4edf122a2678,scientific and medical research,cybersecurity research,45,25,1,male,male,0,white,asian,1,lawyer,lawyer,0,business executive,lawyer,state governor,nurse,38:20.9
3U8YCDAGXPGMBKAVQP2A6PWXWHW0QU,18ea5b2c-c6a0-43bf-881e-36cb3a82d48b,education,school text books,25,25,0,male,male,0,white,white,0,university professor,university professor,0,advertising practitioner,nurse,congress member,university professor,25:35.7
3F6HPJW4JD0YRR9VHL5UH27YG54W2Y,146b01e6-1184-4e89-b1a8-99dc0a23fddf,health services,Children's Health Insurance Program (CHIP),75,45,1,male,female,1,asian,white,1,business executive,pharmacist,1,journalist,state governor,pharmacist,business executive,54:54.5
3SPJ03342132MS2337TA1GEVT3XYJN,a0349e7a-3551-4a1b-8822-c5c551b8bf13,environmental protections,"water quality protection in lakes, rivers, and streams",45,45,0,male,male,0,black,black,0,advertising practitioner,engineer,1,police officer,advertising practitioner,clergy,engineer,11:42.5
3IXQG4FA2TYH38WJ73OD4B2RBHZ9B3,e60b1d7b-be35-498d-b9a4-70bf1cbc637a,education,school text books,25,25,0,male,female,1,white,black,1,clergy,pharmacist,1,state governor,business executive,pharmacist,clergy,16:14.8
39K0FND3AHFRRIALQYSMEMO5V3KAMJ,94d98e61-fb47-4f41-a80e-bd0d7ab51acf,environmental protections,"water quality protection in lakes, rivers, and streams",45,45,0,female,female,0,black,asian,1,lawyer,lawyer,0,lawyer,congress member,pharmacist,business executive,17:19.1
3EFVCAY5L39N7MBLQ3VG23QT0OUJ8U,798e36fb-8b64-4130-8802-b4c1cc9a2cda,public assistance,veteran's benefits,75,45,1,male,male,0,white,white,0,business executive,engineer,1,clergy,engineer,congress member,business executive,14:35.5
3SLE99ER0NDW9ZEWB1ICHZ4KTXTBZJ,c0a1126d-5c63-4977-a4e4-0645124fe6f6,defense,U.S. Customs and Border Protection (CBP),75,45,1,female,female,0,white,black,1,stockbroker,engineer,1,lawyer,engineer,stockbroker,police officer,23:47.7
3TS1AR6UQQE326K6X8CP9526X9Y7F8,07a1f25b-6532-4334-8f14-4859383447e1,scientific and medical research,climate change research,25,45,1,male,male,0,asian,white,1,engineer,journalist,1,journalist,engineer,state governor,stockbroker,14:40.9
3G2UL9A02DE7JDRVWF9LFZPT4BU675,d70db7f9-ba92-4765-a2f1-1720d878ffac,health services,Children's Health Insurance Program (CHIP),75,45,1,male,female,1,latino,white,1,union leader,doctor,1,stockbroker,union leader,doctor,university professor,20:48.8
32AT8R96GL9E4M1OG05ZQWZ5UBQSUH,c4856984-840c-4fbc-8d4f-0b83d5fda477,debt,national debt,25,25,0,female,female,0,latino,latino,0,clergy,clergy,0,clergy,doctor,insurance salesperson,union leader,27:50.8
31JLPPHS2UUF70WCUZSPJIZ4IR1O34,9cc63443-3778-4f2d-93e0-12b8240aa6dc,education,school psychological services,75,45,1,male,male,0,white,white,0,pharmacist,lawyer,1,pharmacist,lawyer,congress member,insurance salesperson,03:45.9
336YQZE83VEULCY4V2156B8J2SS5MM,d840e328-025c-4279-9c86-94e43b26c7d5,health services,public employees health insurance,25,45,1,female,male,1,white,black,1,advertising practitioner,doctor,1,advertising practitioner,doctor,police officer,lawyer,35:05.6
3Z7ISHFUH0VD71GP8PY2QXEJKJ1Z8K,78b869a9-bb18-48ac-bee1-b43a6888417a,public assistance,school meals,45,45,0,female,female,0,asian,black,1,state governor,state governor,0,state governor,doctor,advertising practitioner,university professor,20:58.7
3R2UR8A0IAGRNY3QEOZDQYO8QB3XOT,bd638460-6187-4927-96ed-9635dda99d18,scientific and medical research,cancer research,45,45,0,female,female,0,black,black,0,advertising practitioner,union leader,1,advertising practitioner,union leader,journalist,engineer,13:15.7
37Q970SNZE8YVPAQECVFFUU8I131SA,6f96425d-3618-45f0-b807-2226782b8206,environmental protections,wind turbine farms,75,45,1,male,male,0,asian,white,1,doctor,doctor,0,lawyer,stockbroker,doctor,state governor,18:39.3
33TIN5LC04ADGGPUHV2XCM0SWSUY9O,cb843892-0be1-47c5-a8aa-7861807f762e,health services,Children's Health Insurance Program (CHIP),75,45,1,female,female,0,black,black,0,congress member,university professor,1,business executive,pharmacist,congress member,university professor,35:23.6
3X3OR7WPZZ0T2CZLTO7TII3L5TXL8T,c380b631-5e33-4f57-ace6-53435b80e2dc,public assistance,veteran's benefits,75,75,0,female,female,0,black,black,0,pharmacist,state governor,1,clergy,state governor,advertising practitioner,pharmacist,29:14.6
3FDJT1UU748ZVOY1AQOPRYGFCFZK5H,6f614b64-26f7-4ea8-bccb-a5314bddd7ac,health services,public health activities ,45,45,0,female,female,0,white,white,0,insurance salesperson,insurance salesperson,0,insurance salesperson,nurse,state governor,lawyer,41:44.1
3QJOXOW4XJRUHVRX63U8A5EWGHEEMC,0b8702d4-0c4e-45c4-9dc7-7d9520a75f8f,environmental protections,animal habitat protection,25,25,0,female,female,0,black,black,0,state governor,state governor,0,insurance salesperson,university professor,state governor,engineer,03:05.1
32ZKVD547FNVO673QUN3DYZ5D9WB31,f6e7fe3b-ef30-4ba7-b54d-52727b4bd8f9,environmental protections,natutal disaster risk reduction,75,25,1,male,male,0,white,white,0,congress member,doctor,1,doctor,lawyer,congress member,advertising practitioner,40:03.6
3ON104KXQKW8U5OILZOIAH4WZPR4W4,685f0479-2c97-4267-9462-4312f3ae9bc9,education,school special education supplies,45,45,0,male,male,0,white,white,0,union leader,union leader,0,union leader,stockbroker,doctor,clergy,18:00.7
3A1PQ49WVHH95GWA3IJGBGN68Q21H4,87ccd439-abcd-4be7-83d6-f31784993376,education,school text books,25,45,1,female,female,0,asian,white,1,engineer,university professor,1,engineer,police officer,advertising practitioner,university professor,12:40.4
3QAPZX2QN4D5J18AOEC9A7YUEAA206,aba18cd7-6aa4-4114-a614-8fab9ba6ca6e,scientific and medical research,medical vaccine research,75,45,1,male,male,0,asian,white,1,journalist,nurse,1,nurse,advertising practitioner,police officer,journalist,23:34.9
3SKRO2GZ71R076XI93MDO83Y29KK1B,41fb8a4c-2f59-4be4-bfe6-ae967e1c33a1,public assistance,school meals,45,45,0,female,female,0,white,white,0,stockbroker,state governor,1,state governor,stockbroker,clergy,nurse,38:24.6
3RSDURM96AMUBCGBP6IJ4013PRNEYX,dd558d7c-1f4c-4801-b7b0-951203b14e35,scientific and medical research,public health research,75,75,0,male,male,0,white,white,0,police officer,stockbroker,1,nurse,stockbroker,university professor,police officer,34:34.4
3FDJT1UU748ZVOY1AQOPRYGFE325KJ,2b28df31-3d28-48f0-8a4b-5eec4007b03a,defense,defense intelligence,45,45,0,male,male,0,black,black,0,doctor,doctor,0,advertising practitioner,doctor,police officer,lawyer,27:39.2
39U1BHVTDLRVKS1KQGEODS5RJ143TX,86771782-1fcc-4c2a-8594-cdfb2ed3745c,defense,U.S. Customs and Border Protection (CBP),25,25,0,female,female,0,white,white,0,union leader,union leader,0,journalist,doctor,stockbroker,union leader,32:01.7
39U1BHVTDLRVKS1KQGEODS5RJ143TX,0a44065b-5c41-4e8a-8f17-25a0f06a2677,education,school computers,45,45,0,female,female,0,black,black,0,lawyer,lawyer,0,insurance salesperson,lawyer,congress member,doctor,31:51.9
39U1BHVTDLRVKS1KQGEODS5RJ143TX,483b3d96-1dd8-494a-ba83-880a6aa6f1b6,environmental protections,"water quality protection in lakes, rivers, and streams",25,45,1,male,male,0,latino,latino,0,journalist,congress member,1,doctor,advertising practitioner,journalist,congress member,32:18.9
3TE3O857308TJVS9IRVOU3ZHPOB2RK,89fb94f3-ebbb-4f2b-8820-1e9116449a3a,defense,U.S. navy,45,45,0,male,male,0,asian,white,1,clergy,engineer,1,stockbroker,engineer,clergy,police officer,18:12.4
3NC5L260MOMANCC5EUTRKRO1MMHOFZ,120e0207-f68b-452f-b5f0-d58c6868c763,public assistance,school meals,45,45,0,male,male,0,white,white,0,clergy,clergy,0,advertising practitioner,congress member,doctor,clergy,13:14.2
3ZR9AIQJUB9FMFNXSSVX3MVS069409,7ca1228d-0c85-42f1-b8f8-2c83335aefec,debt,national debt,75,45,1,male,male,0,asian,asian,0,advertising practitioner,union leader,1,advertising practitioner,clergy,doctor,union leader,26:59.8
30OG32W0SUB0ZDCXI498NK3WMHRNE9,bd5a6eab-54ad-45f6-8c3b-860f989b7d12,debt,national debt,75,75,0,female,male,1,latino,white,1,police officer,police officer,0,advertising practitioner,nurse,journalist,police officer,57:57.1
39ASUFLU6X75B7Q1KAWHLMUUMP7EXC,dd9e8d32-1a75-421d-8383-aa8972b218cc,environmental protections,natutal disaster risk reduction,75,75,0,male,male,0,asian,asian,0,congress member,engineer,1,congress member,engineer,stockbroker,clergy,12:15.0
35GCEFQ6I5OR64AJW836ZG682WJZ3Y,4df82435-087d-454e-a76e-a9bbd3f0c266,debt,national debt,75,45,1,male,male,0,white,white,0,clergy,clergy,0,police officer,clergy,insurance salesperson,pharmacist,56:35.8
3LO69W1SU3D8VR53CMJHAVKJSWCLGE,50ad6ba2-66bb-4edf-8f0d-d9d1835c917d,defense,U.S. army,45,45,0,male,male,0,white,white,0,advertising practitioner,congress member,1,congress member,university professor,engineer,advertising practitioner,20:38.0
3EF8EXOTT1V5WMR0RIM1NT3LN3MJ1F,0cb2c982-3126-47d5-a65e-408dfc91e383,education,school tuition support,75,75,0,male,male,0,black,black,0,university professor,university professor,0,pharmacist,stockbroker,police officer,university professor,49:22.2
39PAAFCODM0FW133AQKUWNXA9OQTVI,327db780-bbb1-4bba-8836-edb7afbc3738,debt,national debt,45,75,1,male,male,0,white,asian,1,nurse,stockbroker,1,nurse,police officer,stockbroker,lawyer,44:44.0
39PAAFCODM0FW133AQKUWNXA9OQTVI,b7f02af4-3b26-4356-a0a4-b3f1c907deaa,public assistance,school meals,75,75,0,female,male,1,white,latino,1,lawyer,business executive,1,congress member,doctor,business executive,lawyer,41:03.1
3WRFBPLXRAOXPFW0TKSC4TZZUJLN3J,46833825-bf4d-4845-b42f-2e6a255d8ad3,defense,U.S. Customs and Border Protection (CBP),75,25,1,female,male,1,white,white,0,pharmacist,lawyer,1,congress member,lawyer,pharmacist,business executive,09:17.9
31EUONYN2V3ZJ9YVE9YV2DRN97TVOZ,e6fa777a-d2aa-4d5c-868a-f508312f45d4,defense,U.S. Customs and Border Protection (CBP),25,45,1,female,male,1,black,latino,1,doctor,lawyer,1,stockbroker,doctor,union leader,lawyer,18:33.3
3C6FJU71TQTB08DXF6XO8IN6AJVYUJ,3e494355-31cd-4e6e-a4dc-c4d6fa3fadfe,public assistance,low-income childcare assistance,45,45,0,female,female,0,asian,asian,0,state governor,state governor,0,business executive,state governor,engineer,journalist,18:09.2
31Z0PCVWUKFDLB27SSHEQ9H7OHG7TO,24bc9285-3bc3-499f-830c-f8845a59b25e,public assistance,commissions for persons with disabilities,75,75,0,female,female,0,white,white,0,engineer,engineer,0,engineer,advertising practitioner,union leader,clergy,34:34.0
33M4IA01QG1UKBV66GGHKTTD29KRXG,dc0844c9-b387-4376-9a89-f3f41e9fe909,defense,U.S. Customs and Border Protection (CBP),45,25,1,female,male,1,black,white,1,union leader,lawyer,1,nurse,lawyer,union leader,insurance salesperson,22:46.4
33M4IA01QG1UKBV66GGHKTTD29KRXG,ef96b43e-4441-4d60-afda-975edc77ef1f,environmental protections,"water quality protection in lakes, rivers, and streams",75,25,1,male,male,0,asian,white,1,lawyer,pharmacist,1,lawyer,union leader,stockbroker,pharmacist,21:25.6
3T3IWE1XG6NNRT7MORQKQ0Y2TRXTQ1,ca1fd92d-8e66-4468-ab3d-a34dd698854a,scientific and medical research,space exploration research,75,75,0,male,male,0,latino,white,1,police officer,engineer,1,advertising practitioner,police officer,clergy,engineer,48:06.8
39JEC7537U1YAK1SO4P47DX6MPUVCG,6803ce90-0169-4f95-8388-6ea37911ecf6,defense,U.S. navy,45,45,0,female,female,0,latino,white,1,engineer,engineer,0,union leader,university professor,advertising practitioner,engineer,53:52.0
3VD82FOHKQO3K0SVNS3QCL3YQ5BOC3,4bdd9fec-c326-47d8-9ebe-53c1eb77a176,education,school safety service equipment,25,75,1,female,male,1,black,latino,1,clergy,state governor,1,clergy,state governor,stockbroker,pharmacist,29:51.2
3MRNMEIQW565J7VCAWI94AHMG0IDLB,ca1bd16f-26b4-42fa-8ac8-3f777f2a04f2,public assistance,low-income housing assitance,25,45,1,male,male,0,white,white,0,university professor,business executive,1,police officer,engineer,university professor,business executive,30:35.6
3C5W7UE9CFQ3NVIE18K0YUZ3W9YMXA,aecee8c2-d7fc-4101-97f2-aa9e697de9a4,environmental protections,wind turbine farms,45,45,0,male,male,0,latino,white,1,state governor,state governor,0,nurse,state governor,journalist,insurance salesperson,49:18.5
386PBUZZXFXIMTV4KS4K78CZKOTLJI,ad3775f8-762b-4920-8ac5-88b33a31762b,health services,school health services,45,45,0,female,female,0,white,white,0,business executive,pharmacist,1,business executive,lawyer,pharmacist,state governor,11:25.0
3L4PIM1GQTGJKGLGBC2J370M2BBRY9,71211702-62cc-4ed2-aa0a-cd0de3f299b4,health services,Affordable Care Act,25,25,0,male,male,0,asian,asian,0,lawyer,lawyer,0,nurse,lawyer,stockbroker,state governor,29:58.4
39KFRKBFINVGN3T0JKLF9CVHTUFOYZ,6917578f-83da-4047-af01-d44739a4c8db,defense,U.S. military operations in Iraq and Afghanistan,75,45,1,male,female,1,latino,latino,0,journalist,engineer,1,journalist,stockbroker,state governor,engineer,18:23.1
32RIADZISS4FNO791UEHDS1BVI9S45,349b26b9-6797-4abb-8874-63c45db3a471,health services,Medicare,75,45,1,male,male,0,latino,white,1,insurance salesperson,university professor,1,union leader,engineer,insurance salesperson,university professor,28:37.2
3F0BG9B9MPN92X112Y4DYQ9M3CMY7E,9baba7a7-07ed-48a3-807e-6b77b260c6e8,defense,U.S. Immigration and Customs Enforcement (ICE),25,25,0,female,female,0,asian,asian,0,university professor,university professor,0,state governor,nurse,business executive,university professor,45:17.1
3DEL4X4EL6L3HC7SKB8BSPMA5CVYXH,918a05e0-6cac-493b-9ae4-29a9f13687af,public assistance,food stamps,25,25,0,female,female,0,white,latino,1,lawyer,advertising practitioner,1,engineer,advertising practitioner,union leader,lawyer,53:34.8
30BXRYBRP4X26HCD068146D05G2HW1,c32c29dc-7cfe-4e0a-85e5-05d129a9f1a0,education,school computers,45,45,0,female,female,0,white,white,0,insurance salesperson,engineer,1,engineer,state governor,clergy,insurance salesperson,49:42.2
3YDGXNSEOZUX44S0NW8CW11AJJD48I,325c1972-0a81-41b8-802f-1b6da31e1d86,defense,local police department,75,75,0,female,male,1,white,white,0,police officer,police officer,0,advertising practitioner,police officer,doctor,clergy,54:40.5
3FTYUGLFSULRHISRI922NLLPS9ED5F,6fb4c892-b702-40a5-8532-a1149e397d29,education,school stationeries and supplies,25,45,1,male,female,1,white,white,0,lawyer,union leader,1,union leader,insurance salesperson,doctor,lawyer,05:08.1
3Y54SXRO1LLFJME350AP01VRWJFUTX,8ce51491-f12d-4210-a1f2-a8ed0fd19cf6,debt,national debt,45,45,0,female,female,0,white,white,0,clergy,engineer,1,engineer,advertising practitioner,union leader,clergy,41:56.2
3KKG4CDWKIYXI9BASOEQWXWL3UX94O,f3d52a23-ff01-4865-8031-7fe394d7bc29,scientific and medical research,space exploration research,75,75,0,female,female,0,asian,asian,0,doctor,doctor,0,doctor,business executive,lawyer,police officer,40:01.8
3EF8EXOTT1V5WMR0RIM1NT3LMBRJ1Z,c6167069-b41e-4320-a45a-3f54799b6fea,environmental protections,air quality protection,75,25,1,female,female,0,black,asian,1,doctor,state governor,1,doctor,lawyer,state governor,stockbroker,13:16.5
3SUWZRL0MYDSSS65JNNRL9HAPL86EA,bc04551e-12a5-4379-88a5-8d0635d307ea,education,school computers,75,45,1,female,female,0,asian,asian,0,advertising practitioner,journalist,1,engineer,advertising practitioner,police officer,journalist,12:04.4
3HSYG7LRBJY2D7J4HDSVTNZXBASKKC,caa9c495-ac46-408c-8930-e7837c4fdb3c,defense,U.S. Customs and Border Protection (CBP),25,45,1,female,male,1,white,white,0,nurse,nurse,0,insurance salesperson,journalist,nurse,union leader,49:43.1
3NGMS9VZTLIGHZZCFRA1XXFNVIWFF5,31476ec1-2ebe-4a5e-80d5-66546fd3f8c1,public assistance,school meals,25,25,0,male,female,1,asian,black,1,union leader,union leader,0,advertising practitioner,doctor,lawyer,union leader,03:32.7
34S9DKFK73PY5ITOI5L2UNVC1GWYN6,5b14639d-c1e8-478d-8755-bd9462360415,defense,U.S. military operations in Iraq and Afghanistan,75,75,0,female,male,1,latino,latino,0,university professor,union leader,1,union leader,university professor,engineer,advertising practitioner,00:49.1
3YGXWBAF70HZG7ID48OHYNXT9ECC4I,6206b6df-eb30-4632-a5b7-8dd2b8819cd3,environmental protections,waste reduction and management,45,45,0,male,female,1,white,white,0,journalist,engineer,1,journalist,insurance salesperson,congress member,engineer,37:28.2
3Z9WI9EOZZOBBHIWBSPYGVJ5JYMHKD,ca05674b-540c-4b2c-93ea-97bae6e379fa,public assistance,food stamps,75,25,1,female,female,0,latino,black,1,pharmacist,pharmacist,0,pharmacist,advertising practitioner,police officer,journalist,36:23.0
3CTOC39K37QJ7862GY3AO3UYQ0A7JA,9340d7cf-53d4-4cb3-b889-47fdecb26d4d,health services,veterans' medical care,25,25,0,male,female,1,black,black,0,union leader,union leader,0,pharmacist,union leader,stockbroker,university professor,27:09.0
3JRJSWSMQHLTV9JN0LPTE65QGGME31,575fe6b8-8bf0-490a-90a3-af481acfb149,environmental protections,animal habitat protection,25,25,0,female,female,0,black,latino,1,stockbroker,police officer,1,stockbroker,journalist,engineer,police officer,44:52.4
317HQ483I7SCFIEJENZZ8Z1ODJYNIZ,3dc440a4-b7b5-4dd1-aa9c-fc0612e14081,environmental protections,animal habitat protection,25,45,1,male,male,0,black,white,1,pharmacist,congress member,1,pharmacist,lawyer,congress member,business executive,02:19.1
3Y9N9SS8LYBO335N4QE98ON5GLL3DV,928d1fd4-b091-436a-bf24-c2a684709df6,defense,U.S. Customs and Border Protection (CBP),25,75,1,male,male,0,white,latino,1,state governor,state governor,0,journalist,nurse,insurance salesperson,state governor,56:53.0
3RSDURM96AMUBCGBP6IJ4013PRHYEB,978366b3-c8b2-40ea-a1f4-230f9bc3605b,scientific and medical research,medical vaccine research,75,45,1,female,female,0,black,asian,1,advertising practitioner,pharmacist,1,state governor,lawyer,advertising practitioner,pharmacist,00:06.2
31LM9EDVOLS8ATYPW5KZK0GOPJTNJM,36abbcde-17de-44ef-9412-25b096eb7c0d,education,school computers,25,25,0,female,female,0,latino,latino,0,union leader,union leader,0,pharmacist,advertising practitioner,journalist,union leader,16:47.6
3MAOD8E57QA95D3ED9Z0B9O31DTXNY,bad6069c-6b91-462b-8450-c304a334ce94,defense,U.S. Customs and Border Protection (CBP),75,45,1,female,male,1,white,latino,1,clergy,police officer,1,police officer,clergy,doctor,advertising practitioner,25:25.0
3HPZF4IVNMTFEEWXTFCOEC104G1YCH,c89abf64-4f87-4ecf-a4c2-8b102819b3fc,defense,local police department,25,45,1,female,female,0,black,black,0,business executive,university professor,1,business executive,university professor,congress member,engineer,01:44.1
3HPZF4IVNMTFEEWXTFCOEC104G1YCH,7db568af-922f-443e-b85b-dc037a8d60fb,public assistance,surviving children and spouses of deceased workers,25,45,1,female,female,0,black,white,1,insurance salesperson,congress member,1,clergy,doctor,congress member,insurance salesperson,57:39.2
3Q5ZZ9ZEVOFF0NW011RM1T7OIN058V,33bb5da2-7d7d-401d-bf8c-bb59142caae4,education,school safety service equipment,25,45,1,female,male,1,asian,white,1,journalist,journalist,0,journalist,insurance salesperson,engineer,state governor,12:51.0
3TYCR1GOTCJ8M8082E76V20P43SLZO,f406659b-19ab-4302-98dc-311228150518,environmental protections,waste reduction and management,25,25,0,male,female,1,latino,white,1,journalist,engineer,1,engineer,police officer,insurance salesperson,journalist,07:43.3
38JBBYETQOAED52R0ZUCOBXWUQP4E3,066e51e9-98b8-4c39-a6c4-eced67b7e616,health services,veterans' medical care,45,45,0,female,female,0,asian,black,1,university professor,pharmacist,1,university professor,congress member,advertising practitioner,pharmacist,26:11.5
3RGU30DZTA82SBDPK45Z7LROJMEMJ1,d2b95472-1399-46fa-99a0-e898505ff0fc,debt,national debt,75,45,1,male,female,1,latino,black,1,pharmacist,union leader,1,lawyer,union leader,insurance salesperson,pharmacist,12:54.2
3907X2AHF0587ICU5ZRZP8Z2NN82PA,1acd888f-ed4c-4a3d-aaa5-fdfcd901fa52,environmental protections,animal habitat protection,25,45,1,female,female,0,asian,asian,0,university professor,university professor,0,congress member,university professor,advertising practitioner,nurse,23:45.0
3VE8AYVF8MX72KPP7D4VN5Y18EWF81,836d8cf7-8220-4f96-a8f7-bbe40617e6f5,defense,U.S. Customs and Border Protection (CBP),25,25,0,male,male,0,white,white,0,clergy,clergy,0,union leader,clergy,advertising practitioner,doctor,35:09.5
36DSNE9QZ5YQSEY1XKKCZPGTFT5JO4,259a23f2-0971-4443-a421-a06a834b1c81,debt,national debt,75,45,1,female,female,0,asian,asian,0,insurance salesperson,state governor,1,insurance salesperson,university professor,state governor,pharmacist,05:45.4
39RP059MEHTWASFDWCSI9X8BCU0BMR,b9881ca6-99b0-440d-8ad5-a83bcfb90bef,scientific and medical research,artificial intelligence research,45,45,0,female,female,0,latino,black,1,stockbroker,stockbroker,0,police officer,clergy,stockbroker,pharmacist,00:29.8
3YT88D1N08YWH9BXW70WC1IVZDE3K5,fb39ba65-04f2-4b3f-b3da-69441a4e2fee,health services,Medicaid,45,45,0,male,female,1,white,latino,1,police officer,doctor,1,journalist,doctor,police officer,insurance salesperson,55:28.5
317HQ483I7SCFIEJENZZ8Z1ODPWNI9,f18cb46a-70fc-4592-ae1f-3fe34ccf9d82,environmental protections,air quality protection,75,45,1,female,female,0,asian,white,1,university professor,university professor,0,state governor,stockbroker,doctor,university professor,28:03.5
354P56DE9K3C6BPS3SCOG4LLKEKS7W,92ca078d-a318-48cd-a3a7-ccde71a43bab,debt,national debt,45,45,0,male,male,0,asian,asian,0,police officer,police officer,0,pharmacist,police officer,stockbroker,university professor,15:01.0
3WYP994K17RQYXNWJOZLSC9Q6PEY61,cf4aeb6b-ad57-4bb6-9089-0670ab7dbf6f,health services,public health activities ,25,25,0,female,female,0,latino,latino,0,clergy,clergy,0,police officer,clergy,advertising practitioner,nurse,56:12.3
3LOTDFNYA7ZISLL75GK11L1NOGOFWT,a8b2d4e6-b1ae-4bec-89ff-57ba863e2b15,scientific and medical research,cancer research,75,45,1,female,male,1,latino,white,1,doctor,doctor,0,state governor,doctor,advertising practitioner,lawyer,47:23.3
3R2UR8A0IAGRNY3QEOZDQYO8R2WXO5,ab16d13f-0794-4260-8424-1daac84fe14b,defense,U.S. Customs and Border Protection (CBP),45,45,0,female,male,1,black,white,1,union leader,doctor,1,journalist,union leader,doctor,insurance salesperson,46:51.0
39LOEL67OS5CM89WNI3TMW9452938Q,acb6a552-56e8-4bd7-b01b-eee4a06d0fa4,scientific and medical research,public health research,25,45,1,male,male,0,white,white,0,pharmacist,pharmacist,0,police officer,stockbroker,journalist,pharmacist,37:05.3
3KAKFY4PGU25BEL9W4FKZL3I9SII36,a1feeae5-c9e1-4be7-b6bc-de287733cfc2,debt,national debt,45,45,0,male,male,0,black,white,1,lawyer,lawyer,0,engineer,police officer,advertising practitioner,lawyer,33:18.0
3KAKFY4PGU25BEL9W4FKZL3I9SII36,e42c0879-0377-4614-919f-cef30c506c91,scientific and medical research,cybersecurity research,75,45,1,male,male,0,white,asian,1,nurse,lawyer,1,congress member,nurse,business executive,lawyer,36:08.4
